3.94610e-06	-9.00000e-01	-7.00000e-01	-5.00000e-01	-3.00000e-01	-1.00000e-01	1.00000e-01	3.00000e-01	5.00000e-01	7.00000e-01	9.00000e-01	1.10000e+00	1.30000e+00	1.50000e+00	1.70000e+00	1.90000e+00	2.10000e+00	2.30000e+00	2.50000e+00	2.70000e+00	2.90000e+00	3.10000e+00	3.30000e+00	3.50000e+00	3.70000e+00	3.90000e+00	-1.98881e+00	-1.88735e+00	-1.66820e+00	-1.42384e+00	-1.23192e+00	-1.09929e+00	-1.00832e+00	-9.43382e-01	-8.94638e-01	-8.56340e-01	-8.25119e-01	-7.98936e-01	-7.76503e-01	-7.56972e-01	-7.39758e-01	-7.24440e-01	-7.10707e-01	-6.98319e-01	-6.87087e-01	-6.76859e-01	-6.67509e-01	-6.58933e-01	-6.51045e-01	-6.43768e-01	-6.37040e-01	
3.97202e-07	-9.00000e-01	-7.00000e-01	-5.00000e-01	-3.00000e-01	-1.00000e-01	1.00000e-01	3.00000e-01	5.00000e-01	7.00000e-01	9.00000e-01	1.10000e+00	1.30000e+00	1.50000e+00	1.70000e+00	1.90000e+00	2.10000e+00	2.30000e+00	2.50000e+00	2.70000e+00	2.90000e+00	3.10000e+00	3.30000e+00	3.50000e+00	3.70000e+00	3.90000e+00	-1.99224e+00	-1.90780e+00	-1.70761e+00	-1.47117e+00	-1.28004e+00	-1.14758e+00	-1.05784e+00	-9.94872e-01	-9.48282e-01	-9.11962e-01	-8.82364e-01	-8.57388e-01	-8.35752e-01	-8.16639e-01	-7.99512e-01	-7.83999e-01	-7.69837e-01	-7.56828e-01	-7.44823e-01	-7.33701e-01	-7.23366e-01	-7.13738e-01	-7.04747e-01	-6.96337e-01	-6.88454e-01	
1.39674e-06	-9.00000e-01	-7.00000e-01	-5.00000e-01	-3.00000e-01	-1.00000e-01	1.00000e-01	3.00000e-01	5.00000e-01	7.00000e-01	9.00000e-01	1.10000e+00	1.30000e+00	1.50000e+00	1.70000e+00	1.90000e+00	2.10000e+00	2.30000e+00	2.50000e+00	2.70000e+00	2.90000e+00	3.10000e+00	3.30000e+00	3.50000e+00	3.70000e+00	3.90000e+00	-1.98663e+00	-1.87694e+00	-1.65147e+00	-1.40513e+00	-1.21234e+00	-1.07838e+00	-9.85779e-01	-9.19302e-01	-8.69321e-01	-8.30145e-01	-7.98388e-01	-7.71965e-01	-7.49536e-01	-7.30200e-01	-7.13330e-01	-6.98466e-01	-6.85268e-01	-6.73470e-01	-6.62866e-01	-6.53287e-01	-6.44597e-01	-6.36685e-01	-6.29454e-01	-6.22826e-01	-6.16732e-01	
1.52148e-07	-9.00000e-01	-7.00000e-01	-5.00000e-01	-3.00000e-01	-1.00000e-01	1.00000e-01	3.00000e-01	5.00000e-01	7.00000e-01	9.00000e-01	1.10000e+00	1.30000e+00	1.50000e+00	1.70000e+00	1.90000e+00	2.10000e+00	2.30000e+00	2.50000e+00	2.70000e+00	2.90000e+00	3.10000e+00	3.30000e+00	3.50000e+00	3.70000e+00	3.90000e+00	-1.99795e+00	-1.94170e+00	-1.77517e+00	-1.55642e+00	-1.37203e+00	-1.24689e+00	-1.16842e+00	-1.11987e+00	-1.08953e+00	-1.07028e+00	-1.05796e+00	-1.05009e+00	-1.04519e+00	-1.04234e+00	-1.04093e+00	-1.04058e+00	-1.04103e+00	-1.04209e+00	-1.04365e+00	-1.04562e+00	-1.04792e+00	-1.05052e+00	-1.05338e+00	-1.05647e+00	-1.05978e+00	
2.47045e-06	-9.00000e-01	-7.00000e-01	-5.00000e-01	-3.00000e-01	-1.00000e-01	1.00000e-01	3.00000e-01	5.00000e-01	7.00000e-01	9.00000e-01	1.10000e+00	1.30000e+00	1.50000e+00	1.70000e+00	1.90000e+00	2.10000e+00	2.30000e+00	2.50000e+00	2.70000e+00	2.90000e+00	3.10000e+00	3.30000e+00	3.50000e+00	3.70000e+00	3.90000e+00	-1.98942e+00	-1.89083e+00	-1.67461e+00	-1.43136e+00	-1.23954e+00	-1.10696e+00	-1.01618e+00	-9.51518e-01	-9.03043e-01	-8.64965e-01	-8.33896e-01	-8.07796e-01	-7.85383e-01	-7.65818e-01	-7.48525e-01	-7.33093e-01	-7.19219e-01	-7.06668e-01	-6.95258e-01	-6.84841e-01	-6.75297e-01	-6.66523e-01	-6.58434e-01	-6.50959e-01	-6.44034e-01	
1.34987e-06	-9.00000e-01	-7.00000e-01	-5.00000e-01	-3.00000e-01	-1.00000e-01	1.00000e-01	3.00000e-01	5.00000e-01	7.00000e-01	9.00000e-01	1.10000e+00	1.30000e+00	1.50000e+00	1.70000e+00	1.90000e+00	2.10000e+00	2.30000e+00	2.50000e+00	2.70000e+00	2.90000e+00	3.10000e+00	3.30000e+00	3.50000e+00	3.70000e+00	3.90000e+00	-1.98046e+00	-1.83982e+00	-1.58281e+00	-1.32741e+00	-1.13848e+00	-1.01000e+00	-9.21510e-01	-8.57934e-01	-8.10211e-01	-7.73024e-01	-7.43174e-01	-7.18648e-01	-6.98125e-01	-6.80695e-01	-6.65715e-01	-6.52711e-01	-6.41325e-01	-6.31285e-01	-6.22373e-01	-6.14418e-01	-6.07281e-01	-6.00849e-01	-5.95027e-01	-5.89739e-01	-5.84917e-01	
7.20162e-08	-9.00000e-01	-7.00000e-01	-5.00000e-01	-3.00000e-01	-1.00000e-01	1.00000e-01	3.00000e-01	5.00000e-01	7.00000e-01	9.00000e-01	1.10000e+00	1.30000e+00	1.50000e+00	1.70000e+00	1.90000e+00	2.10000e+00	2.30000e+00	2.50000e+00	2.70000e+00	2.90000e+00	3.10000e+00	3.30000e+00	3.50000e+00	3.70000e+00	3.90000e+00	-1.98957e+00	-1.89284e+00	-1.67985e+00	-1.43800e+00	-1.24562e+00	-1.11195e+00	-1.02021e+00	-9.54833e-01	-9.05859e-01	-8.67429e-01	-8.36105e-01	-8.09813e-01	-7.87252e-01	-7.67568e-01	-7.50176e-01	-7.34660e-01	-7.20711e-01	-7.08094e-01	-6.96624e-01	-6.86152e-01	-6.76556e-01	-6.67734e-01	-6.59601e-01	-6.52083e-01	-6.45118e-01	
1.31361e-05	-9.00000e-01	-7.00000e-01	-5.00000e-01	-3.00000e-01	-1.00000e-01	1.00000e-01	3.00000e-01	5.00000e-01	7.00000e-01	9.00000e-01	1.10000e+00	1.30000e+00	1.50000e+00	1.70000e+00	1.90000e+00	2.10000e+00	2.30000e+00	2.50000e+00	2.70000e+00	2.90000e+00	3.10000e+00	3.30000e+00	3.50000e+00	3.70000e+00	3.90000e+00	-1.98432e+00	-1.86490e+00	-1.63081e+00	-1.38188e+00	-1.18926e+00	-1.05555e+00	-9.62858e-01	-8.96172e-01	-8.46050e-01	-8.06884e-01	-7.75300e-01	-7.49196e-01	-7.27204e-01	-7.08393e-01	-6.92109e-01	-6.77871e-01	-6.65321e-01	-6.54180e-01	-6.44230e-01	-6.35298e-01	-6.27241e-01	-6.19942e-01	-6.13306e-01	-6.07250e-01	-6.01707e-01	
4.53930e-06	-9.00000e-01	-7.00000e-01	-5.00000e-01	-3.00000e-01	-1.00000e-01	1.00000e-01	3.00000e-01	5.00000e-01	7.00000e-01	9.00000e-01	1.10000e+00	1.30000e+00	1.50000e+00	1.70000e+00	1.90000e+00	2.10000e+00	2.30000e+00	2.50000e+00	2.70000e+00	2.90000e+00	3.10000e+00	3.30000e+00	3.50000e+00	3.70000e+00	3.90000e+00	-1.98805e+00	-1.88253e+00	-1.65867e+00	-1.41253e+00	-1.22085e+00	-1.08876e+00	-9.98096e-01	-9.33265e-01	-8.84538e-01	-8.46239e-01	-8.15039e-01	-7.88914e-01	-7.66580e-01	-7.47185e-01	-7.30138e-01	-7.15013e-01	-7.01490e-01	-6.89326e-01	-6.78326e-01	-6.68334e-01	-6.59223e-01	-6.50885e-01	-6.43232e-01	-6.36187e-01	-6.29685e-01	
3.63481e-06	-9.00000e-01	-7.00000e-01	-5.00000e-01	-3.00000e-01	-1.00000e-01	1.00000e-01	3.00000e-01	5.00000e-01	7.00000e-01	9.00000e-01	1.10000e+00	1.30000e+00	1.50000e+00	1.70000e+00	1.90000e+00	2.10000e+00	2.30000e+00	2.50000e+00	2.70000e+00	2.90000e+00	3.10000e+00	3.30000e+00	3.50000e+00	3.70000e+00	3.90000e+00	-1.98430e+00	-1.86257e+00	-1.62407e+00	-1.37342e+00	-1.18184e+00	-1.04993e+00	-9.58826e-01	-8.93340e-01	-8.44084e-01	-8.05536e-01	-7.74397e-01	-7.48616e-01	-7.26859e-01	-7.08223e-01	-6.92067e-01	-6.77926e-01	-6.65447e-01	-6.54359e-01	-6.44450e-01	-6.35546e-01	-6.27510e-01	-6.20226e-01	-6.13600e-01	-6.07551e-01	-6.02011e-01	
