0.803 0.8015 2.73551675442e-21
0.803 0.8045 2.6578095572e-21
0.803 0.8075 2.60499504949e-21
0.803 0.8105 2.57947018789e-21
0.803 0.8135 2.57735061347e-21
0.803 0.8165 2.60236635675e-21
0.803 0.8195 2.65692881604e-21
0.803 0.8225 2.74118498535e-21
0.803 0.8255 2.86061828294e-21
0.803 0.8285 3.02081222927e-21
0.803 0.8315 3.22863513567e-21
0.803 0.8345 3.49294608418e-21
0.803 0.8375 3.82388780405e-21
0.803 0.8405 4.2436378561e-21
0.803 0.8435 4.77285501656e-21
0.803 0.8465 5.43726524046e-21
0.803 0.8495 6.28161802957e-21
0.803 0.8525 7.35388603547e-21
0.803 0.8555 8.72350375352e-21
0.803 0.8585 1.05089252175e-20
0.803 0.8615 1.28501560446e-20
0.803 0.8645 1.59198888533e-20
0.803 0.8675 2.00286143252e-20
0.803 0.8705 2.55701623447e-20
0.803 0.8735 3.30947426623e-20
0.803 0.8765 4.35314786195e-20
0.803 0.8795 5.81447991425e-20
0.803 0.8825 7.87999827389e-20
0.803 0.8855 1.08371733542e-19
0.803 0.8885 1.5136108223e-19
0.803 0.8915 2.14597289537e-19
0.803 0.8945 3.08869739288e-19
0.803 0.8975 4.51161871435e-19
0.803 0.9005 6.68528453485e-19
0.803 0.9035 1.00617653846e-18
0.803 0.9065 1.53794125144e-18
0.803 0.9095 2.38046939692e-18
0.803 0.9125 3.73322815001e-18
0.803 0.9155 5.93926023753e-18
0.803 0.9185 9.58860531684e-18
0.803 0.9215 1.56887745002e-17
0.803 0.9245 2.59635534065e-17
0.803 0.9275 4.34251726345e-17
0.803 0.9305 7.34398713898e-17
0.803 0.9335 1.25631579514e-16
0.803 0.9365 2.17548669124e-16
0.803 0.9395 3.79796725665e-16
0.803 0.9425 6.66168546591e-16
0.803 0.9455 1.17826243229e-15
0.803 0.9485 2.09946017823e-15
0.803 0.9515 3.75984433508e-15
0.803 0.9545 6.75618742826e-15
0.803 0.9575 1.21463630339e-14
0.803 0.9605 2.18802615867e-14
0.803 0.9635 3.94222036386e-14
0.803 0.9665 7.07366320443e-14
0.803 0.9695 1.26596376373e-13
0.803 0.9725 2.25793576349e-13
0.803 0.9755 3.98789681488e-13
0.803 0.9785 6.9733737051e-13
0.803 0.9815 1.2084681089e-12
0.803 0.9845 2.07346599118e-12
0.803 0.9875 3.49422491464e-12
0.803 0.9905 5.79200708817e-12
0.803 0.9935 9.45914626174e-12
0.803 0.9965 1.51424874869e-11
0.803 0.9995 2.36624951582e-11
0.803 1.0025 3.6205085072e-11
0.803 1.0055 5.42110971833e-11
0.803 1.0085 7.87496650504e-11
0.803 1.0115 1.11410997157e-10
0.803 1.0145 1.53559299896e-10
0.803 1.0175 2.0510030973e-10
0.803 1.0205 2.65353088133e-10
0.803 1.0235 3.33008336289e-10
0.803 1.0265 4.05372164651e-10
0.803 1.0295 4.76767005064e-10
0.803 1.0325 5.4153776259e-10
0.803 1.0355 5.96767264197e-10
0.803 1.0385 6.34052422797e-10
0.803 1.0415 6.5138167281e-10
0.803 1.0445 6.49266997831e-10
0.803 1.0475 6.2495295779e-10
0.803 1.0505 5.81732287254e-10
0.803 1.0535 5.25563764886e-10
0.803 1.0565 4.59749873171e-10
0.803 1.0595 3.89581800904e-10
0.803 1.0625 3.22330303941e-10
0.803 1.0655 2.59335124855e-10
0.803 1.0685 2.02178552658e-10
0.803 1.0715 1.53848596241e-10
0.803 1.0745 1.14827346244e-10
0.803 1.0775 8.38365027415e-11
0.803 1.0805 5.98167347197e-11
0.803 1.0835 4.18512302421e-11
0.803 1.0865 2.88698453364e-11
0.803 1.0895 1.96166816897e-11
0.803 1.0925 1.31318435802e-11
0.803 1.0955 8.69164087592e-12
0.803 1.0985 5.70114038583e-12
0.803 1.1015 3.70487585279e-12
0.803 1.1045 2.39220843308e-12
0.803 1.1075 1.53718790514e-12
0.803 1.1105 9.84484761703e-13
0.803 1.1135 6.28519176657e-13
0.803 1.1165 4.0150342871e-13
0.803 1.1195 2.56721037946e-13
0.803 1.1225 1.64316659716e-13
0.803 1.1255 1.05491747599e-13
0.803 1.1285 6.80640146326e-14
0.803 1.1315 4.41184871628e-14
0.803 1.1345 2.87765938379e-14
0.803 1.1375 1.891200552e-14
0.803 1.1405 1.2508838597e-14
0.803 1.1435 8.34880898281e-15
0.803 1.1465 5.62468153057e-15
0.803 1.1495 3.82082761331e-15
0.803 1.1525 2.62260179434e-15
0.803 1.1555 1.81868808028e-15
0.803 1.1585 1.2734499988e-15
0.803 1.1615 9.01313652383e-16
0.803 1.1645 6.44497895713e-16
0.803 1.1675 4.66070158881e-16
0.803 1.1705 3.4091554101e-16
0.803 1.1735 2.5171947619e-16
0.803 1.1765 1.87999052013e-16
0.803 1.1795 1.41974004896e-16
0.803 1.1825 1.08216812997e-16
0.803 1.1855 8.33593017527e-17
0.803 1.1885 6.48626080733e-17
0.803 1.1915 5.09920391036e-17
