0.803 0.8015 135.82165903
0.803 0.8045 135.931515594
0.803 0.8075 136.048353656
0.803 0.8105 136.136126842
0.803 0.8135 136.16195713
0.803 0.8165 136.184785503
0.803 0.8195 136.174826641
0.803 0.8225 136.11236147
0.803 0.8255 136.031344354
0.803 0.8285 135.912245379
0.803 0.8315 135.756033054
0.803 0.8345 135.561912157
0.803 0.8375 135.342185395
0.803 0.8405 135.097965501
0.803 0.8435 134.805419762
0.803 0.8465 134.47283509
0.803 0.8495 134.112500766
0.803 0.8525 133.285707099
0.803 0.8555 132.864733667
0.803 0.8585 132.422023672
0.803 0.8615 131.936854096
0.803 0.8645 131.407670343
0.803 0.8675 130.852998983
0.803 0.8705 130.258051847
0.803 0.8735 129.64783783
0.803 0.8765 128.991334294
0.803 0.8795 128.30749185
0.803 0.8825 127.592015573
0.803 0.8855 126.844089259
0.803 0.8885 126.051593224
0.803 0.8915 125.252762667
0.803 0.8945 124.415259806
0.803 0.8975 123.55978046
0.803 0.9005 122.655846987
0.803 0.9035 121.738466425
0.803 0.9065 120.780770196
0.803 0.9095 119.822523845
0.803 0.9125 118.824569217
0.803 0.9155 117.820901732
0.803 0.9185 116.768190016
0.803 0.9215 115.721806552
0.803 0.9245 114.62813672
0.803 0.9275 113.55103217
0.803 0.9305 112.432494184
0.803 0.9335 111.308772376
0.803 0.9365 110.174156875
0.803 0.9395 109.00918937
0.803 0.9425 107.855681535
0.803 0.9455 106.710239316
0.803 0.9485 105.55082409
0.803 0.9515 104.390280198
0.803 0.9545 103.234630984
0.803 0.9575 101.737367397
0.803 0.9605 100.578491512
0.803 0.9635 99.4435582517
0.803 0.9665 98.3288434624
0.803 0.9695 97.231377209
0.803 0.9725 96.1549991522
0.803 0.9755 95.1052472525
0.803 0.9785 94.0859332844
0.803 0.9815 93.0974961996
0.803 0.9845 92.1382209036
0.803 0.9875 91.2139103674
0.803 0.9905 90.3323473014
0.803 0.9935 89.4865772501
0.803 0.9965 88.68038246
0.803 0.9995 87.9248561737
0.803 1.0025 87.2134191815
0.803 1.0055 86.5445258847
0.803 1.0085 85.9318863548
0.803 1.0115 85.3698442359
0.803 1.0145 84.8569982194
0.803 1.0175 84.401438893
0.803 1.0205 83.9997179088
0.803 1.0235 83.6526895948
0.803 1.0265 83.3577407522
0.803 1.0295 83.1220872801
0.803 1.0325 82.9433648734
0.803 1.0355 82.8201013262
0.803 1.0385 82.7524272494
0.803 1.0415 82.740062534
0.803 1.0445 82.7733772035
0.803 1.0475 82.8650988315
0.803 1.0505 83.0179675084
0.803 1.0535 83.2124679637
0.803 1.0565 83.4531530828
0.803 1.0595 83.744881081
0.803 1.0625 84.0813713499
0.803 1.0655 84.4652077664
0.803 1.0685 84.8910447914
0.803 1.0715 85.3530427794
0.803 1.0745 85.8487077552
0.803 1.0775 86.3810929271
0.803 1.0805 86.9532236913
0.803 1.0835 87.5459881658
0.803 1.0865 88.1639811754
0.803 1.0895 88.7291514382
0.803 1.0925 89.3844915212
0.803 1.0955 90.0537759828
0.803 1.0985 90.745735501
0.803 1.1015 91.4649326864
0.803 1.1045 92.1998406817
0.803 1.1075 92.8469844947
0.803 1.1105 93.5582772757
0.803 1.1135 94.2950030362
0.803 1.1165 95.0381872908
0.803 1.1195 95.7812171789
0.803 1.1225 96.4219140834
0.803 1.1255 97.1316349364
0.803 1.1285 97.8473432521
0.803 1.1315 98.5659527085
0.803 1.1345 99.2801208364
0.803 1.1375 99.3915874824
0.803 1.1405 100.027279981
0.803 1.1435 100.66649542
0.803 1.1465 101.296718025
0.803 1.1495 101.908128389
0.803 1.1525 102.515388902
0.803 1.1555 103.048706835
0.803 1.1585 103.623132193
0.803 1.1615 104.180461139
0.803 1.1645 104.729043848
0.803 1.1675 105.266753565
0.803 1.1705 105.715970977
0.803 1.1735 106.209709568
0.803 1.1765 106.692057826
0.803 1.1795 107.163429164
0.803 1.1825 107.618399375
0.803 1.1855 108.00296212
0.803 1.1885 108.41722375
0.803 1.1915 108.820219677
0.803 1.1945 109.207931811
0.803 1.1975 109.585296827
0.809 0.8015 135.787710926
0.809 0.8045 135.856313332
0.809 0.8075 135.923846602
0.809 0.8105 135.935211021
0.809 0.8135 135.907092291
0.809 0.8165 135.891849425
0.809 0.8195 135.841403207
0.809 0.8225 135.740654831
0.809 0.8255 135.627456779
0.809 0.8285 135.478792892
0.809 0.8315 135.295735637
0.809 0.8345 135.076305456
0.809 0.8375 134.83373629
0.809 0.8405 134.569370162
0.809 0.8435 134.259557878
0.809 0.8465 133.911874418
0.809 0.8495 133.53837711
0.809 0.8525 133.120668038
0.809 0.8555 132.682428127
0.809 0.8585 132.221162082
0.809 0.8615 131.716077475
0.809 0.8645 131.155217075
0.809 0.8675 130.577295171
0.809 0.8705 129.969394319
0.809 0.8735 129.326290283
0.809 0.8765 128.655405316
0.809 0.8795 127.938218119
0.809 0.8825 127.209324812
0.809 0.8855 126.42662339
0.809 0.8885 125.622342651
0.809 0.8915 124.78688665
0.809 0.8945 123.939450387
0.809 0.8975 123.045134085
0.809 0.9005 122.133362989
0.809 0.9035 121.173652536
0.809 0.9065 120.209944892
0.809 0.9095 119.207278373
0.809 0.9125 118.206507988
0.809 0.9155 117.155824457
0.809 0.9185 116.102880563
0.809 0.9215 114.997347622
0.809 0.9245 113.913336937
0.809 0.9275 112.790131304
0.809 0.9305 111.63966334
0.809 0.9335 110.500465955
0.809 0.9365 109.362760334
0.809 0.9395 108.174536315
0.809 0.9425 106.988665792
0.809 0.9455 105.814469413
0.809 0.9485 104.649904494
0.809 0.9515 103.471538514
0.809 0.9545 102.283341843
0.809 0.9575 101.130302551
0.809 0.9605 99.9704023421
0.809 0.9635 98.4428419338
0.809 0.9665 97.3183646344
0.809 0.9695 96.2079883415
0.809 0.9725 95.11676065
0.809 0.9755 94.0539155625
0.809 0.9785 93.0221101138
0.809 0.9815 92.0241184746
0.809 0.9845 91.0550140173
0.809 0.9875 90.1249504152
0.809 0.9905 89.2382872994
0.809 0.9935 88.3892007425
0.809 0.9965 87.5806795951
0.809 0.9995 86.8243475477
0.809 1.0025 86.1142023861
0.809 1.0055 85.4490678706
0.809 1.0085 84.8409356443
0.809 1.0115 84.2836454587
0.809 1.0145 83.7772272693
0.809 1.0175 83.3297831451
0.809 1.0205 82.9367705135
0.809 1.0235 82.5992670871
0.809 1.0265 82.3154115076
0.809 1.0295 82.0920723726
0.809 1.0325 81.9261976945
0.809 1.0355 81.8173159343
0.809 1.0385 81.7643744178
0.809 1.0415 81.7679023429
0.809 1.0445 81.8185555893
0.809 1.0475 81.9264812778
0.809 1.0505 82.0971465085
0.809 1.0535 82.310195102
0.809 1.0565 82.5704145805
0.809 1.0595 82.8808472818
0.809 1.0625 83.2360249659
0.809 1.0655 83.6394342036
0.809 1.0685 84.086951606
0.809 1.0715 84.5688862227
0.809 1.0745 85.0848784065
0.809 1.0775 85.6370923452
0.809 1.0805 86.2291008853
0.809 1.0835 86.8445146585
0.809 1.0865 87.4821572976
0.809 1.0895 88.0689524161
0.809 1.0925 88.751416758
0.809 1.0955 89.4401326452
0.809 1.0985 90.153158457
0.809 1.1015 90.8913834667
0.809 1.1045 91.6461398195
0.809 1.1075 92.3071428939
0.809 1.1105 93.0347072684
0.809 1.1135 93.7889593156
0.809 1.1165 94.5502800538
0.809 1.1195 95.3104550074
0.809 1.1225 95.9629168049
0.809 1.1255 96.6891574223
0.809 1.1285 97.4200464722
0.809 1.1315 98.1530300143
0.809 1.1345 98.3134589595
0.809 1.1375 98.9720066496
0.809 1.1405 99.631300814
0.809 1.1435 100.29200755
0.809 1.1465 100.939754992
0.809 1.1495 101.5665983
0.809 1.1525 102.119001711
0.809 1.1555 102.723063364
0.809 1.1585 103.313002612
0.809 1.1615 103.887459257
0.809 1.1645 104.450388866
0.809 1.1675 104.926591848
0.809 1.1705 105.447741181
0.809 1.1735 105.955816799
0.809 1.1765 106.449411837
0.809 1.1795 106.935001645
0.809 1.1825 107.34187689
0.809 1.1855 107.779198294
0.809 1.1885 108.208259227
0.809 1.1915 108.622765448
0.809 1.1945 109.020140964
