0.8015 7.80363740636
0.8025 7.7078667921
0.8035 7.74064378608
0.8045 7.78165406477
0.8055 7.8259614948
0.8065 7.8720123764
0.8075 7.9177992356
0.8085 7.96404102881
0.8095 8.00969768306
0.8105 8.05491712654
0.8115 8.09985440568
0.8125 8.14440116619
0.8135 8.18911894508
0.8145 8.23329124549
0.8155 8.27684696027
0.8165 8.31999823329
0.8175 8.36235072513
0.8185 8.40404247144
0.8195 8.44538116734
0.8205 8.48615435217
0.8215 8.52614100695
0.8225 8.56553128113
0.8235 8.6042868491
0.8245 8.64224123379
0.8255 8.67933258138
0.8265 8.7155104155
0.8275 8.75075978816
0.8285 8.78530434174
0.8295 8.81937724671
0.8305 8.85269159757
0.8315 8.88495211807
0.8325 8.91643361704
0.8335 8.94713610169
0.8345 8.97656381574
0.8355 9.0050815866
0.8365 9.03296539494
0.8375 9.05989718311
0.8385 9.0858169855
0.8395 9.11066260557
0.8405 9.13465887895
0.8415 9.15764904155
0.8425 9.17938311136
0.8435 9.20059138282
0.8445 9.22027661365
0.8455 9.23934898941
0.8465 9.25775022638
0.8475 9.27496230622
0.8485 9.29121425635
0.8495 9.30645925043
0.8505 9.32063058823
0.8515 9.33352231645
0.8525 9.34522862569
0.8535 9.35627179232
0.8545 9.36615966655
0.8555 9.37483770168
0.8565 9.38256369487
0.8575 9.3886318045
0.8585 9.39404329252
0.8595 9.39812192501
0.8605 9.40110672901
0.8615 9.40313278078
0.8625 9.40406521705
0.8635 9.40393504588
0.8645 9.40260032617
0.8655 9.4000988632
0.8665 9.39667841599
0.8675 9.3919005596
0.8685 9.38592365276
0.8695 9.37868956925
0.8705 9.37045124505
0.8715 9.36118122596
0.8725 9.35073440239
0.8735 9.3390037054
0.8745 9.32590808917
0.8755 9.31170814578
0.8765 9.29642849303
0.8775 9.28001937076
0.8785 9.26270859072
0.8795 9.24433521208
0.8805 9.22478576261
0.8815 9.20392704025
0.8825 9.1819356519
0.8835 9.15902788896
0.8845 9.13480561153
0.8855 9.10947247524
0.8865 9.08281985539
0.8875 9.05486095484
0.8885 9.02609969454
0.8895 8.99634116098
0.8905 8.9653392987
0.8915 8.93301990966
0.8925 8.89928320536
0.8935 8.86491711752
0.8945 8.82907205622
0.8955 8.79268386806
0.8965 8.75528485149
0.8975 8.71668001126
0.8985 8.67696874299
0.8995 8.63605522065
0.9005 8.59402648319
0.9015 8.55108855542
0.9025 8.50697408074
0.9035 8.46184989833
0.9045 8.41533830259
0.9055 8.36756753452
0.9065 8.31911910346
0.9075 8.26939003554
0.9085 8.21876554316
0.9095 8.16671538875
0.9105 8.11340358936
0.9115 8.05917481447
0.9125 8.00397594095
0.9135 7.94826070343
0.9145 7.89162366923
0.9155 7.83391284201
0.9165 7.77505016298
0.9175 7.71501532701
0.9185 7.65396121075
0.9195 7.59226950453
0.9205 7.5294792078
0.9215 7.46559235421
0.9225 7.4006547252
0.9235 7.33460559286
0.9245 7.26756710251
0.9255 7.19990677439
0.9265 7.13128012494
0.9275 7.06145747261
0.9285 6.99060174279
0.9295 6.91878570821
0.9305 6.84607818385
0.9315 6.77290107174
0.9325 6.6993119727
0.9335 6.62488860071
0.9345 6.54927010747
0.9355 6.47272325675
0.9365 6.39543889501
0.9375 6.31731535149
0.9385 6.23878965634
0.9395 6.15933036128
0.9405 6.07923666599
0.9415 5.99823951263
0.9425 5.91615697769
0.9435 5.83393838811
0.9445 5.75095932915
0.9455 5.66748765923
0.9465 5.58326500466
0.9475 5.4981944684
0.9485 5.41260127189
0.9495 5.32644546473
0.9505 5.24053993441
0.9515 5.15433315616
0.9525 5.06751500344
0.9535 4.98028740999
0.9545 4.89246810803
0.9555 4.80451344258
0.9565 4.71656621894
0.9575 4.62833599084
0.9585 4.54024278927
0.9595 4.45187870621
0.9605 4.36329446879
0.9615 4.27456510031
0.9625 4.18585106142
0.9635 4.09752677098
0.9645 4.00918757545
0.9655 3.92092480158
0.9665 3.83275636798
0.9675 3.74439887622
0.9685 3.65616165324
0.9695 3.56876517476
0.9705 3.48186680769
0.9715 3.39508397711
0.9725 3.30843088223
0.9735 3.22202868653
0.9745 3.13614474119
0.9755 3.05055869207
0.9765 2.96578080679
0.9775 2.88151202379
0.9785 2.7978246659
0.9795 2.71481035642
0.9805 2.63234027274
0.9815 2.55039083236
0.9825 2.46949642172
0.9835 2.38950629832
0.9845 2.31036571268
0.9855 2.23219631551
0.9865 2.15483829989
0.9875 2.07813885357
0.9885 2.00253618695
0.9895 1.92838221561
0.9905 1.8554552856
0.9915 1.78340455334
0.9925 1.71213856629
0.9935 1.6424543125
0.9945 1.57351544613
0.9955 1.50588148358
0.9965 1.43963661044
0.9975 1.37447753167
0.9985 1.31064900901
0.9995 1.24804862436
1.0005 1.18658618905
1.0015 1.1262474879
1.0025 1.06729612571
1.0035 1.00986790209
1.0045 0.95386553601
1.0055 0.899287378725
1.0065 0.84630676967
1.0075 0.79404515997
1.0085 0.74375269023
1.0095 0.695089066235
1.0105 0.64797667677
1.0115 0.60243828145
1.0125 0.558423499255
1.0135 0.51606601867
1.0145 0.47526823274
1.0155 0.435952933675
1.0165 0.398538587708
1.0175 0.362777592055
1.0185 0.328713295642
1.0195 0.296511727028
1.0205 0.265951840778
1.0215 0.237039752705
1.0225 0.209957360948
1.0235 0.184623327035
1.0245 0.161095383987
1.0255 0.13945807601
1.0265 0.1195620184
1.0275 0.101129587065
1.0285 0.0842916850675
1.0295 0.0690570828475
1.0305 0.0553837389525
1.0315 0.0432035435875
1.0325 0.03261004133
